slope1,frequency1,slope0,frequency0
0.08692950973158167,22712.0,0.08430997639824835,75917.0
0.260778225892745,43269.0,0.252919625892745,127603.0
0.43462694205390834,42871.0,0.4215292753872417,102410.0
0.6084756582150717,39040.0,0.5901389248817384,72015.0
0.7823243743762349,34565.0,0.758748574376235,51260.0
0.9561730905373983,30540.0,0.9273582238707316,40218.0
1.1300218066985617,27059.0,1.0959678733652285,32216.0
1.303870522859725,24188.0,1.264577522859725,26294.0
1.4777192390208882,21951.0,1.4331871723542218,22693.0
1.6515679551820515,20439.0,1.6017968218487182,20012.0
1.825416671343215,18961.0,1.770406471343215,18539.0
1.9992653875043782,18040.0,1.9390161208377117,17242.0
2.173114103665542,17421.0,2.1076257703322083,16136.0
2.3469628198267047,17057.0,2.2762354198267047,15354.0
2.5208115359878684,17062.0,2.4448450693212016,14438.0
2.6946602521490313,17241.0,2.6134547188156985,13343.0
2.868508968310195,17375.0,2.782064368310195,12662.0
3.042357684471358,17433.0,2.9506740178046917,11656.0
3.2162064006325215,17776.0,3.1192836672991886,11044.0
3.3900551167936843,18215.0,3.287893316793685,10089.0
3.563903832954848,17991.0,3.4565029662881814,9403.0
3.7377525491160117,17459.0,3.6251126157826783,9175.0
3.9116012652771746,17659.0,3.793722265277175,8748.0
4.085449981438338,17925.0,3.9623319147716716,8477.0
4.259298697599501,18018.0,4.130941564266168,8111.0
4.433147413760665,17895.0,4.299551213760665,7849.0
4.6069961299218285,18258.0,4.468160863255162,7674.0
4.780844846082991,18227.0,4.636770512749658,7537.0
4.954693562244154,18411.0,4.805380162244155,7172.0
5.128542278405318,18178.0,4.973989811738651,7092.0
5.3023909945664816,18221.0,5.142599461233148,7012.0
5.476239710727644,18064.0,5.311209110727646,7121.0
5.650088426888808,18224.0,5.479818760222141,7212.0
5.823937143049971,18267.0,5.648428409716638,7150.0
5.997785859211135,18511.0,5.817038059211136,7136.0
6.171634575372298,18418.0,5.985647708705631,7270.0
6.345483291533461,18588.0,6.1542573582001285,7262.0
6.519332007694624,18559.0,6.322867007694625,7202.0
6.693180723855788,18625.0,6.491476657189121,7502.0
6.867029440016951,18808.0,6.660086306683619,7363.0
7.040878156178114,18786.0,6.828695956178115,7495.0
7.214726872339278,18995.0,6.9973056056726115,8050.0
7.388575588500441,18802.0,7.165915255167109,7945.0
7.562424304661604,19229.0,7.334524904661604,8436.0
7.736273020822768,19203.0,7.503134554156102,8444.0
7.910121736983931,18815.0,7.671744203650599,8724.0
8.083970453145094,19139.0,7.8403538531450945,9257.0
8.257819169306257,19245.0,8.008963502639592,9386.0
8.43166788546742,19437.0,8.177573152134087,9970.0
8.605516601628583,19703.0,8.346182801628583,10099.0
8.779365317789747,19891.0,8.514792451123082,10291.0
8.95321403395091,20093.0,8.683402100617577,10597.0
9.127062750112074,20552.0,8.852011750112073,10966.0
9.300911466273236,20472.0,9.020621399606572,11297.0
9.4747601824344,20778.0,9.189231049101068,11497.0
9.648608898595564,21311.0,9.357840698595563,11826.0
9.822457614756727,21554.0,9.526450348090062,12159.0
9.99630633091789,21424.0,9.695059997584558,12514.0
10.170155047079053,21931.0,9.863669647079053,12696.0
10.344003763240217,21926.0,10.03227929657355,13213.0
10.51785247940138,22281.0,10.200888946068048,13430.0
10.691701195562544,22351.0,10.369498595562543,13751.0
10.865549911723706,22856.0,10.53810824505704,14524.0
11.03939862788487,23108.0,10.706717894551538,15041.0
11.213247344046033,23238.0,10.875327544046034,14915.0
11.387096060207197,23573.0,11.04393719354053,15158.0
11.560944776368359,23873.0,11.212546843035028,15413.0
11.734793492529523,23940.0,11.381156492529524,15912.0
11.908642208690686,24554.0,11.549766142024021,15964.0
12.08249092485185,24738.0,11.718375791518518,16441.0
12.256339641013014,24523.0,11.886985441013014,16924.0
12.430188357174176,25022.0,12.05559509050751,17041.0
12.60403707333534,25182.0,12.224204740002008,17621.0
12.777885789496503,24931.0,12.392814389496504,17604.0
12.951734505657667,24744.0,12.561424038991,18044.0
13.125583221818829,24799.0,12.730033688485499,18467.0
13.299431937979993,25256.0,12.898643337979994,18876.0
13.473280654141156,25534.0,13.06725298747449,19208.0
13.64712937030232,25923.0,13.235862636968989,19571.0
13.820978086463484,25936.0,13.404472286463484,19922.0
13.994826802624646,25755.0,13.57308193595798,20048.0
14.16867551878581,25845.0,13.741691585452479,20016.0
14.342524234946973,24771.0,13.910301234946974,20472.0
14.516372951108137,24785.0,14.07891088444147,21027.0
14.690221667269299,24826.0,14.247520533935967,21256.0
14.864070383430462,24546.0,14.416130183430464,22742.0
15.037919099591626,23716.0,14.58473983292496,22208.0
15.21176781575279,22952.0,14.753349482419457,22633.0
15.385616531913954,23936.0,14.921959131913955,22972.0
15.559465248075117,24104.0,15.09056878140845,23596.0
15.73331396423628,24336.0,15.259178430902947,24196.0
15.907162680397443,24199.0,15.427788080397445,23298.0
16.08101139655861,24267.0,15.59639772989194,23338.0
16.25486011271977,24546.0,15.765007379386438,22841.0
16.428708828880936,24271.0,15.933617028880933,22367.0
16.602557545042096,24015.0,16.10222667837543,22330.0
16.77640626120326,23705.0,16.27083632786993,21991.0
16.950254977364423,23314.0,16.43944597736442,21922.0
17.124103693525583,23187.0,16.60805562685892,21579.0
17.29795240968675,22697.0,16.77666527635342,21695.0
17.47180112584791,22251.0,16.94527492584791,21618.0
17.645649842009078,22082.0,17.11388457534241,21404.0
17.81949855817024,21559.0,17.28249422483691,21305.0
17.993347274331406,21370.0,17.4511038743314,21109.0
18.167195990492566,21268.0,17.6197135238259,21165.0
18.34104470665373,20616.0,17.7883231733204,21028.0
18.514893422814893,19986.0,17.956932822814892,20930.0
18.688742138976053,19530.0,18.12554247230939,20868.0
18.86259085513722,18772.0,18.29415212180389,20526.0
19.03643957129838,18393.0,18.462761771298382,20398.0
19.210288287459548,17894.0,18.63137142079288,19990.0
19.384137003620708,17160.0,18.79998107028738,20315.0
19.557985719781875,16834.0,18.968590719781872,20511.0
19.731834435943036,16699.0,19.13720036927637,20350.0
19.9056831521042,16280.0,19.30581001877087,20033.0
20.079531868265363,15893.0,19.474419668265362,20333.0
20.253380584426523,15649.0,19.64302931775986,19903.0
20.42722930058769,15138.0,19.811638967254357,19689.0
20.60107801674885,15191.0,19.980248616748852,19259.0
20.774926732910018,14749.0,20.14885826624335,18997.0
20.948775449071178,14726.0,20.317467915737847,18563.0
21.122624165232345,14535.0,20.486077565232343,18554.0
21.296472881393505,14631.0,20.65468721472684,18325.0
21.47032159755467,14674.0,20.823296864221337,17661.0
21.644170313715833,14351.0,20.991906513715833,16969.0
21.818019029876993,13797.0,21.160516163210332,16599.0
21.99186774603816,13524.0,21.329125812704827,16100.0
22.16571646219932,13109.0,21.497735462199323,15257.0
22.339565178360488,12651.0,21.666345111693822,15005.0
22.513413894521648,12083.0,21.834954761188317,14578.0
22.687262610682815,11793.0,22.003564410682813,14986.0
22.861111326843975,11648.0,22.172174060177312,14269.0
23.03496004300514,11329.0,22.340783709671808,14253.0
23.208808759166303,10835.0,22.509393359166303,14002.0
23.382657475327463,10692.0,22.678003008660802,13678.0
23.55650619148863,10179.0,22.846612658155298,13255.0
23.73035490764979,10031.0,23.015222307649793,12841.0
23.904203623810957,9802.0,23.183831957144292,12407.0
24.078052339972118,9533.0,23.352441606638788,12430.0
24.251901056133285,9121.0,23.521051256133283,12071.0
24.425749772294445,8848.0,23.689660905627782,12138.0
24.59959848845561,8859.0,23.858270555122274,11698.0
24.773447204616772,8688.0,24.026880204616774,11171.0
24.947295920777933,8953.0,24.195489854111273,10921.0
25.1211446369391,8697.0,24.364099503605765,10613.0
25.29499335310026,8353.0,24.532709153100264,10464.0
25.468842069261427,8017.0,24.701318802594763,9883.0
25.642690785422587,7741.0,24.869928452089255,8897.0
25.816539501583755,7662.0,25.038538101583754,8560.0
25.990388217744915,7549.0,25.207147751078253,8218.0
26.16423693390608,7539.0,25.375757400572745,7853.0
26.338085650067242,7403.0,25.544367050067244,7702.0
26.511934366228402,7083.0,25.712976699561743,7633.0
26.68578308238957,6613.0,25.881586349056235,7156.0
26.85963179855073,6461.0,26.050195998550734,6694.0
27.033480514711897,5930.0,26.218805648045233,6213.0
27.207329230873057,5719.0,26.387415297539725,5664.0
27.381177947034224,5590.0,26.556024947034224,5579.0
27.555026663195385,5413.0,26.724634596528723,5619.0
27.72887537935655,5370.0,26.893244246023215,5389.0
27.902724095517712,5072.0,27.061853895517714,5295.0
28.076572811678872,4740.0,27.230463545012213,5177.0
28.25042152784004,4407.0,27.399073194506705,4846.0
28.4242702440012,4158.0,27.567682844001205,4554.0
28.598118960162367,4229.0,27.736292493495704,4257.0
28.771967676323527,3889.0,27.904902142990196,4206.0
28.945816392484694,3752.0,28.073511792484695,4145.0
29.119665108645854,3615.0,28.24212144197919,3996.0
29.29351382480702,3375.0,28.410731091473686,3894.0
29.467362540968182,3260.0,28.579340740968185,3472.0
29.641211257129342,3290.0,28.74795039046268,3512.0
29.81505997329051,3163.0,28.916560039957176,3181.0
29.98890868945167,3018.0,29.085169689451675,3129.0
30.162757405612837,3106.0,29.25377933894617,3081.0
30.336606121773997,2897.0,29.422388988440666,2689.0
30.510454837935164,2844.0,29.590998637935165,2499.0
30.684303554096324,2738.0,29.75960828742966,2240.0
30.85815227025749,2572.0,29.928217936924156,2142.0
31.03200098641865,2421.0,30.096827586418655,1919.0
31.205849702579812,2241.0,30.26543723591315,1692.0
31.37969841874098,2163.0,30.434046885407646,1577.0
31.55354713490214,2109.0,30.602656534902145,1392.0
31.727395851063307,1953.0,30.77126618439664,1231.0
31.901244567224467,1819.0,30.939875833891136,1164.0
32.075093283385634,1677.0,31.108485483385635,1077.0
32.2489419995468,1556.0,31.27709513288013,1033.0
32.42279071570796,1548.0,31.445704782374627,986.0
32.59663943186912,1465.0,31.614314431869126,841.0
32.77048814803029,1368.0,31.78292408136362,773.0
32.944336864191456,1199.0,31.951533730858117,737.0
33.118185580352616,1129.0,32.120143380352616,689.0
33.292034296513776,1163.0,32.288753029847115,653.0
33.465883012674944,962.0,32.457362679341614,515.0
33.639731728836104,914.0,32.625972328836106,536.0
33.81358044499727,923.0,32.794581978330605,489.0
33.98742916115843,771.0,32.9631916278251,490.0
34.16127787731959,770.0,33.131801277319596,444.0
34.33512659348076,701.0,33.300410926814095,416.0
34.508975309641926,622.0,33.469020576308594,405.0
34.682824025803086,595.0,33.637630225803086,381.0
34.856672741964246,563.0,33.806239875297585,341.0
35.03052145812541,499.0,33.97484952479208,307.0
35.204370174286574,496.0,34.143459174286576,274.0
35.37821889044774,407.0,34.312068823781075,228.0
35.5520676066089,383.0,34.480678473275574,234.0
35.72591632277006,377.0,34.649288122770066,196.0
35.89976503893123,320.0,34.817897772264566,180.0
36.073613755092396,283.0,34.98650742175906,162.0
36.247462471253556,263.0,35.15511707125356,141.0
36.421311187414716,269.0,35.323726720748056,141.0
36.59515990357588,209.0,35.492336370242555,125.0
36.76900861973704,192.0,35.66094601973705,108.0
36.94285733589821,180.0,35.829555669231546,125.0
37.11670605205937,162.0,35.99816531872604,105.0
37.29055476822053,148.0,36.16677496822054,89.0
37.4644034843817,144.0,36.335384617715036,85.0
37.638252200542865,138.0,36.503994267209535,93.0
37.812100916704026,96.0,36.67260391670403,70.0
37.985949632865186,115.0,36.841213566198526,70.0
38.15979834902635,91.0,37.00982321569302,56.0
38.33364706518751,76.0,37.17843286518752,59.0
38.50749578134868,64.0,37.347042514682016,41.0
38.68134449750984,61.0,37.515652164176515,43.0
38.855193213671,65.0,37.68426181367101,33.0
39.02904192983217,64.0,37.852871463165506,27.0
39.202890645993335,57.0,38.02148111266,24.0
39.376739362154495,45.0,38.1900907621545,27.0
39.550588078315656,48.0,38.358700411649,26.0
39.72443679447682,43.0,38.527310061143496,23.0
39.89828551063798,42.0,38.69591971063799,19.0
40.07213422679915,48.0,38.86452936013248,17.0
40.24598294296031,38.0,39.03313900962698,14.0
40.41983165912147,40.0,39.20174865912148,13.0
40.59368037528264,27.0,39.37035830861598,12.0
40.767529091443805,33.0,39.53896795811047,18.0
40.941377807604965,31.0,39.70757760760497,10.0
41.115226523766125,30.0,39.87618725709946,18.0
41.28907523992729,16.0,40.04479690659396,9.0
41.46292395608845,20.0,40.21340655608846,7.0
41.63677267224962,28.0,40.38201620558296,12.0
41.81062138841078,24.0,40.55062585507745,13.0
41.98447010457194,15.0,40.71923550457195,12.0
42.15831882073311,19.0,40.88784515406644,7.0
42.332167536894275,16.0,41.05645480356094,10.0
42.506016253055435,18.0,41.22506445305544,4.0
42.679864969216595,16.0,41.39367410254994,4.0
42.85371368537776,14.0,41.56228375204443,10.0
43.02756240153892,15.0,41.73089340153893,6.0
43.20141111770009,16.0,41.89950305103342,3.0
43.37525983386125,18.0,42.06811270052792,8.0
43.54910855002241,13.0,42.23672235002242,4.0
43.72295726618358,20.0,42.40533199951692,5.0
43.896805982344745,22.0,42.57394164901141,4.0
44.070654698505905,10.0,42.74255129850591,4.0
44.244503414667065,20.0,42.9111609480004,4.0
44.41835213082823,12.0,43.0797705974949,1.0
44.59220084698939,15.0,43.2483802469894,6.0
44.76604956315056,15.0,43.4169898964839,3.0
44.93989827931172,10.0,43.58559954597839,0.0
45.11374699547288,9.0,43.75420919547289,1.0
45.28759571163405,21.0,43.92281884496738,4.0
45.461444427795215,12.0,44.09142849446188,2.0
45.635293143956375,17.0,44.26003814395638,5.0
45.809141860117535,10.0,44.42864779345088,1.0
45.9829905762787,12.0,44.59725744294537,6.0
46.15683929243986,11.0,44.76586709243987,3.0
46.33068800860103,12.0,44.93447674193436,4.0
46.50453672476219,8.0,45.10308639142886,1.0
46.67838544092335,12.0,45.27169604092336,3.0
46.85223415708452,6.0,45.44030569041786,2.0
47.026082873245684,8.0,45.60891533991235,0.0
47.199931589406845,9.0,45.77752498940685,4.0
47.373780305568005,6.0,45.94613463890134,1.0
47.54762902172917,8.0,46.11474428839584,1.0
47.72147773789033,3.0,46.28335393789034,0.0
47.8953264540515,3.0,46.45196358738484,1.0
48.06917517021266,1.0,46.62057323687933,2.0
48.24302388637382,2.0,46.78918288637383,0.0
48.41687260253499,2.0,46.95779253586832,2.0
48.590721318696154,2.0,47.12640218536282,1.0
48.764570034857314,5.0,47.29501183485732,1.0
48.938418751018474,2.0,47.46362148435182,0.0
49.11226746717964,2.0,47.63223113384631,2.0
49.2861161833408,1.0,47.8008407833408,1.0
49.45996489950197,3.0,47.9694504328353,2.0
49.63381361566313,2.0,48.1380600823298,0.0
49.80766233182429,2.0,48.3066697318243,0.0
49.98151104798546,0.0,48.47527938131879,0.0
50.155359764146624,0.0,48.64388903081329,0.0
50.329208480307784,2.0,48.81249868030778,1.0
50.503057196468944,1.0,48.98110832980228,0.0
50.67690591263011,1.0,49.14971797929678,2.0
50.85075462879127,4.0,49.31832762879128,0.0
51.02460334495244,3.0,49.48693727828577,0.0
51.1984520611136,0.0,49.65554692778027,0.0
51.37230077727476,2.0,49.82415657727476,0.0
51.54614949343593,0.0,49.99276622676926,1.0
51.719998209597094,0.0,50.16137587626376,0.0
51.893846925758254,2.0,50.32998552575826,0.0
52.067695641919414,1.0,50.49859517525275,1.0
